"","FEATUREID","OBJECTID","TotalDrainageAreaSqKM","AreaSqKM","upstream_forest_MEAN[, 2]","upstream_elevation_MEAN[, 2]","upstream_fwsopenwater_MEAN[, 2]","upstream_fwswetlands_MEAN[, 2]","upstream_impervious_MEAN[, 2]","upstream_developed_MEAN[, 2]","upstream_deg_barr_all[, 2]","Shape_Le_1","upstream_culvertcount"
"63",819076,63,61.5582,61.5582,0.893754203339277,734.164110557718,0.0889938302288961,0.116099885961609,0.0185239334483552,0.0044884353343659,0,537.723416377,NA
"64",819077,64,2.3571,2.3571,0.760595647194,702.299434352,0.217640320733,0.0255822833142,0,0,2,1339.93942901,1
"65",819091,65,3.3264,3.3264,0.867965367965,745.84849588,0,0.00297619047619,1.18479437229,0.0265151515152,0,3289.21002951,1
"66",819092,66,1.4427,1.4427,0.867747972551,718.026056872,0,0.0193387398628,1.91703056769,0.093574547723,0,1548.00439366,3
"67",819121,67,13.158,13.158,0.994801641586702,723.631984513634,0.00177838577291352,0.125786593707383,0,0,0,2909.99835652,NA
"68",819122,68,5.0085,5.0085,0.964600179695,673.409875598,0.00395327942498,0.22893081761,0.0345013477089,0.0192273135669,48,4698.43652832,1
"69",819190,69,5.1543,5.1543,0.993190151911955,705.14216217601,0.00122228042605151,0.0151911995809224,0.00960363191900217,0.00541295617251565,5,3711.55420917,3
"70",819191,70,2.664,2.664,0.885135135135,689.15297699,0.000337837837838,0.00641891891892,0.408783783784,0.0567567567568,0,1896.7527743,1
"71",819221,71,3.753,3.753,0.997122302158,796.04040078,0,0.0131894484412,0,0,0,4596.39105937,1
"72",819222,72,10.6587,10.6587,0.994511525795894,780.705535623377,0.0029553322637842,0.052858228489365,0,0,0,684.085516485,NA
"73",819230,73,1.0701,1.0701,0.648444070648,673.705436636,0.351555929352,0,0,0,0,1383.87467621,1
"74",819231,74,63.9585,63.9585,0.888243157672567,732.932593575679,0.0943502427354642,0.112685569549033,0.017828748329003,0.00431998874269976,2,621.895300401,NA
"75",819232,75,3.5667,3.5667,0.886449659349,804.599887429,0.0211960635882,0.0267474135756,0,0,0,3308.67837714,2
"76",819310,76,3.3138,3.3138,1,864.40196393,0.00814774579033,0.00325909831613,0,0,0,2704.22557043,NA
"77",819354,77,14.985,14.985,0.99357357357357,779.306802564364,0.00270270270270407,0.0433633633633264,0,0,0,741.182522214,NA
"78",819370,78,1.3338,1.3338,0.948717948718,688.119110972,0.023616734143,0.128205128205,0.087044534413,0.0209176788124,0,3946.82546487,2
"79",819371,79,70.5141,70.5141,0.8806494020345,734.697016065577,0.097818734125448,0.103855824579792,0.0167583504575752,0.00408428952507319,0,1121.71629287,2
"80",819401,80,10.5057,10.5057,0.995116936520165,828.872851670456,0.00642508352607762,0.0158485393643366,0,0,1,3072.35094298,2
"81",819402,81,6.273,6.273,0.97862266858,672.765905981,0.00286944045911,0.0327116212339,0.0856527977044,0.0169296987088,0,5321.01598238,1
"82",819403,82,8.6967,8.6967,0.955914312325291,690.672633281291,0.00124185035703195,0.01148711580254,0.15078133084967,0.0241125944323868,2,1467.00963828,NA
"83",819426,83,71.9622,71.9622,0.882100602816492,733.654144473397,0.0962880512268272,0.104404812526601,0.0180344680957581,0.0043898046474391,0,261.861407255,NA
"84",819467,84,1.0935,1.0935,0.988477366255,642.743681781,0,0.201646090535,0,0,0,916.761650388,NA
"85",819468,85,20.7729,20.7729,0.984576058229783,702.760817087295,0.00207963259824138,0.150253455222957,0.0111346995364145,0.00641220051122978,0,3026.66189687,1
"86",819522,86,4.2075,4.2075,1,893.617023312181,0.000213903743315471,0.00385026737969455,0,0,0,1350.03237557,1
"87",819537,87,9.4599,9.4599,0.888402625820737,692.608453619425,0.000190276852820849,0.0112263343164291,1.22937874607625,0.0753496337170348,0,4386.23230018,5
"88",819554,88,0.9648,0.9648,1,983.77658286,0,0,0,0,0,973.262388564,NA
"89",819590,89,26.0757,26.0757,0.993442170296477,795.764433998276,0.00414178718116615,0.0338245953128598,0,0,0,1218.42903574,NA
"90",819591,90,0.8163,0.8163,0.983461962514,642.62655145,0.0121278941566,0.00882028665932,0,0,1,1344.65144576,NA
"91",819592,91,0.792,0.792,0.9875,652.359962671,0.00340909090909,0,0,0,1,1141.69048586,NA
"92",819604,92,1.6092,1.6092,1,889.741779677,0.000559284116331,0.010067114094,0,0,11,779.283932725,NA
"93",819621,93,1.521,1.521,0.99349112426,756.152513782,0.0289940828402,0.00887573964497,0,0,0,1265.41543671,NA
"94",819622,94,15.6177,15.6177,0.964674696018079,678.904245248778,0.00184406154555388,0.0203423039244047,0.1238402581686,0.0217253500835868,0,1095.05428976,NA
"95",819623,95,1.6434,1.6434,0.985761226725191,645.94198190535,0.00766703176343669,0.00930996714128929,0,0,0,159.464697175,NA
"96",819671,96,2.574,2.574,0.964685314685,676.239478393,0.00104895104895,0.161188811189,0.048951048951,0.0136363636364,0,857.656956056,NA
"97",819672,97,75.2895,75.2895,0.886653517422755,732.083632356387,0.0926424003346434,0.102803179726279,0.0176917099994094,0.00442292749984986,1,3171.8100115,NA
"98",819674,98,13.2687,13.2687,0.723801125958099,691.541555146396,0.00339144000542536,0.00773248321237437,4.56365732890183,0.152953944244492,0,4449.52547942,5
"99",819787,99,37.449,37.449,0.991155972122153,780.020149522582,0.00502283105022603,0.0420331651045351,0.00175438596491378,0.000144196106705284,0,1747.98616141,1
"100",819788,100,23.175,23.175,0.982757281553454,695.945650454714,0.00186407766990328,0.14951456310684,0.0206601941747347,0.00796116504853129,0,1627.34266837,1
"101",820041,101,62.6805,62.6805,0.987508076674634,743.351852387487,0.0038480867255355,0.0853758345897063,0.0138129083207555,0.00379065259530152,0,2095.09926561,NA
"102",820128,102,18.9324,18.9324,0.951844457121181,663.604137871274,0.00356531660011363,0.0193002471952945,0.148697471002061,0.0200133105153285,0,2304.41236882,1
"103",820129,103,5.067,5.067,0.873179396092,620.497910299,0,0.00390763765542,0.798934280639,0.0495559502664,0,3545.11461363,4
"104",820191,104,2.0412,2.0412,0.925044091711,588.04873555,0.0119047619048,0.0696649029982,0.27557319224,0.0471781305115,1,1574.0023663,NA
"105",820192,105,0.9729,0.9729,0.447733580019,581.550770014,0.0120259019426,0,4.42368177613,0.525439407956,0,505.183988387,NA
"106",820229,106,28.3266,28.3266,0.77479824617148,667.75847986671,0.00184279087500742,0.00997648853022297,3.47251699815781,0.142339708966007,0,5565.09122673,3
"107",820230,107,24.1803,24.1803,0.931477276956833,653.354899542195,0.00279152864108349,0.0164886291733435,0.287936874232215,0.0264636915174855,0,334.566119723,NA
"108",820249,108,1.8153,1.8153,0.993058998513,683.456823513,0,0.00148735746158,0,0,11,2552.94172932,NA
"109",820250,109,84.8124,84.8124,0.897077549980902,722.950211463859,0.0826647990151814,0.102041682584171,0.0171908824653047,0.00434016723969655,0,79.6701329016,NA
"110",820251,110,2.2473,2.2473,1,831.097401183,0,0.000800961153384,0,0,0,1971.22244126,NA
"111",820255,111,6.6492,6.6492,0.96426637791,800.088373792,0.000270709258257,0.00433134813211,0.113833243097,0.0062263129399,0,5214.73146267,1
"112",820265,112,80.8911,80.8911,0.893022841820657,726.552449569003,0.0862715428519964,0.103973119416131,0.0180242325793617,0.00455056242281338,0,3287.25002707,NA
"113",820266,113,82.9917,82.9917,0.894971424853323,723.823788358644,0.0844783273507492,0.104215240801209,0.0175680218624321,0.00443538329736635,1,887.604206411,NA
"114",820285,114,52.6788,52.6788,0.84581083851569,660.617169356952,0.00227226132713685,0.0129330964258945,2.01272808036656,0.0894724253399229,0,246.188501879,NA
"115",820286,115,2.9133,2.9133,0.901760889713,594.813314896,0.00339820821749,0.0370713623726,0.308928019771,0.0271856657399,3,3574.94273745,3
"116",820339,116,75.924,75.924,0.984779516358487,731.100629723556,0.00389995258416203,0.0836533902323406,0.023067804646724,0.00457562825983792,0,3039.61660558,1
"117",820344,117,1.0755,1.0755,0.992468619247,626.297001616,0.00167364016736,0.107112970711,0,0,18,991.004065139,NA
"118",820345,118,1.5912,1.5912,0.800339366516,777.07138783,0,0,0.305429864253,0.0107466063348,0,2245.3118253,1
"119",820364,119,9.5202,9.5202,0.981943656645766,685.612375739352,0.00217432406882269,0.0836642087351089,0,0,0,3010.089597,6
"120",820373,120,2.7243,2.7243,0.97753551371,693.01412983,0,0.0872150644202,0,0,0,2183.0244069,NA
"121",820447,121,10.0962,10.0962,0.989570333393,759.350490957,0.00793367801747,0.0510786236406,0,0,0,6593.65425819,4
"122",820488,122,9.2358,9.2358,0.903430130578741,772.786616025968,0.00194893782888027,0.00448255700643415,0.516858312219363,0.0239719352952218,3,1362.86173924,3
"123",820499,123,4.1499,4.1499,0.821513771416337,577.60245670288,0.00867490782911234,0.0394708306224088,1.28692257644692,0.152244632400889,0,1239.49885287,NA
"124",820500,124,56.4615,56.4615,0.84528572567149,654.887665246394,0.00231130947636867,0.014043197577119,1.95685024308617,0.088323902127941,4,1715.90402169,3
"125",820505,125,16.7922,16.7922,0.889216421910137,709.363772424452,0.00343016400471609,0.0138278486440109,0.621020473790962,0.0518276342587668,0,153.733782789,NA
"126",820510,126,89.0802,89.0802,0.901947907615828,723.857070800489,0.0787043585442687,0.0986582877003159,0.0163672735355377,0.00413223140495912,0,2256.35163609,NA
"127",820511,127,12.6063,12.6063,0.91232954951086,753.290583380542,0.00171342899978267,0.00542585849932386,0.403583922324198,0.0189191118726047,0,498.08335939,NA
"128",820512,128,2.1177,2.1177,0.717807054824,565.523306844,0.000849978750531,0.00212494687633,1.38121546961,0.0871228219295,0,2320.99855597,5
"129",820517,129,74.3958,74.3958,0.845043671820165,638.987985482883,0.00855290217994361,0.0162226899905706,1.60666327937883,0.078101183131261,4,419.24263023,NA
"130",820528,130,0.7929,0.7929,0.72304199773,583.655982339,0.0102156640182,0.0238365493757,1.13280363224,0.157775255392,0,1174.20532746,2
"131",820533,131,2.0655,2.0655,1,825.93530191,0,0,0,0,0,2033.21736162,NA
"132",820534,132,1.4598,1.4598,1,827.676560935,0,0.000616522811344,0,0,0,1397.33064634,NA
"133",820538,133,5.2065,5.2065,0.998789974070761,811.390927411663,0.00121002592912717,0.00847018150387121,0,0,0,288.491209904,NA
"134",820539,134,3.5307,3.5307,0.99974509304104,826.242085624541,0,0.0012745347948004,0,0,0,99.5492797671,NA
"135",820541,135,3.4245,3.4245,0.980026281209,731.668177473,0.00551905387648,0.0675427069645,0,0,0,1364.17756778,1
"136",820596,136,17.685,17.685,0.847786259541861,590.281089121666,0.0286005089057766,0.0225445292620862,0.429211195928855,0.041882951653939,0,1129.11759291,1
"137",820597,137,1.3851,1.3851,0.847953216374,558.940796057,0.00129954515919,0.0259909031839,0.256010396361,0.0292397660819,0,1056.42443066,NA
"138",820603,138,1.6065,1.6065,0.99943977591,789.700985316,0,0.0100840336134,0,0,0,2081.94782588,NA
"139",820643,139,4.5684,4.5684,0.928486997636,611.574925921,0.000197005516154,0.0346729708432,0.241331757289,0.0271867612293,0,3803.41185812,2
"140",820659,140,0.7875,0.7875,0.924571428571,624.137585031,0,0.0297142857143,0,0,0,991.377364311,NA
"141",820660,141,43.3512,43.3512,0.952291978076899,699.003435557863,0.0133906327852494,0.0999626307922852,0.273002823451084,0.0167538614848131,0,1806.0332824,1
"142",820754,142,3.0852,3.0852,0.953033838973,714.48458321,0.00116686114352,0.00875145857643,0.0105017502917,0.000875145857643,0,3188.09799233,1
"143",820762,143,121.6278,121.6278,0.972273608500755,717.464354962084,0.00728862973760794,0.0882109188853428,0.115663524292895,0.00943452072634924,0,2466.11167648,NA
"144",820798,144,21.6747,21.6747,0.853257484532554,674.707673082022,0.0054395216542721,0.0166922725573976,0.729228086202111,0.0639455217373461,2,2699.60391041,3
"145",820799,145,77.8095,77.8095,0.839326817419455,634.838933037763,0.00822393152505349,0.015996761320924,1.62051934532414,0.0799375397605257,0,2107.37817483,3
"146",820808,146,10.3158,10.3158,0.90970162275336,608.761751440007,0.000959692898273469,0.0341127202931413,0.212353864944978,0.022334671087062,10,1072.79820439,3
"147",820832,147,15.4413,15.4413,0.847176079734087,597.281460983169,0.0326397388820025,0.0234889549455016,0.40549047036188,0.0417322375706629,810,1882.36360895,1
"148",820871,148,129.2589,129.2589,0.971717227982037,713.17373645653,0.00699062114871608,0.0861016146664033,0.128678953634829,0.0102909741611622,2,1333.09890834,1
"149",820889,149,95.5755,95.5755,0.908545600075322,727.094653120929,0.0734215358538032,0.0932058948161568,0.015254955506384,0.00385140543340123,0,1939.82599077,NA
"150",820895,150,131.1957,131.1957,0.971585958991091,711.695518415478,0.00689428083389758,0.0855165222640923,0.129818279105097,0.0104683308980423,0,1207.35083548,NA
"151",820944,151,1.008,1.008,0.9875,633.68893231,0.000892857142857,0.0571428571429,0.104464285714,0.00892857142857,365,1560.23196921,1
"152",820948,152,40.644,40.644,0.951948627103806,704.117555536914,0.0142825509300242,0.104517271922117,0.289548272807611,0.0177590788308342,0,1784.64036496,NA
"153",820962,153,4.896,4.896,0.963970588235,614.779173772,0.00183823529412,0.0393382352941,0.0579044117647,0.00753676470588,2,4459.68410092,2
"154",820997,154,5.6241,5.6241,0.964634341494598,660.164191700396,0.00240038406144159,0.0694511121780298,0.398463754200429,0.0256040966554492,30,1590.10736155,NA
"155",821030,155,0.9351,0.9351,0.994225216554,667.922409454,0,0.0904716073147,0,0,0,317.224721253,NA
"156",821045,156,227.268,227.268,0.944891493743097,717.939196304391,0.0350348487248312,0.088563282116289,0.0818469824171848,0.00773404086805154,0,627.37246726,NA
"157",821071,157,0.9045,0.9045,0.995024875622,739.110500962,0.000995024875622,0,0,0,0,1710.79965513,NA
"158",821090,158,4.4433,4.4433,0.985416244683,728.024866504,0.00789953413004,0.131051245696,0,0,2,2042.60708377,NA
"159",821130,159,19.9611,19.9611,0.970963524054377,709.641479563721,0.014067361017173,0.107218540060494,0.0710582082148803,0.00626718968393548,0,2963.91235363,NA
"160",821174,160,11.3166,11.3166,0.962780340384901,728.505084290449,0.0209957054238815,0.0729282646731324,0.125337999045477,0.0110545570224276,0,347.528887751,NA
"161",821189,161,3.0321,3.0321,0.73552983081,588.276151236,0.162956366874,0.00356188780053,0.764618581181,0.08875037103,0,3393.30683854,2
"162",821193,162,3.9069,3.9069,0.964524303156,763.06989601,0.0255701451279,0.0771711587192,0,0,0,3537.46981745,1
"163",821205,163,1.044,1.044,0.668103448276,569.387790154,0,0,0.329310344828,0.0353448275862,0,1570.06894402,NA
"164",821206,164,102.7269,102.7269,0.835519226220164,639.819235259463,0.00737684092480646,0.0159627127850677,1.44770941204301,0.0768260309616756,0,1822.25823533,1
"165",821280,165,3.6684,3.6684,0.950196270853809,673.894635426032,0.000245338567222846,0.0740922473013977,0.609911678115427,0.0392541707556187,0,1225.44775463,NA
"166",821333,166,1.233,1.233,0.928467153285,691.197956926,0,0.0525547445255,1.1700729927,0.0605839416058,0,1217.5231713,NA
"167",821353,167,1.188,1.188,0.927272727273,703.003852012,0.000757575757576,0.0325757575758,0.668939393939,0.0583333333333,0,2046.04363646,NA
"168",821363,168,4.0068,4.0068,0.810197663971,612.0219303,0.00247079964061,0.0170709793351,1.72753818509,0.15251572327,0,3200.50628398,3
"169",821368,169,3.2859,3.2859,0.917556833744,755.049953255,0.0350588879759,0.00136948781156,0.238016981649,0.012325390304,625,4838.38858698,5
"170",821391,170,229.401,229.401,0.944493703166101,717.31772570088,0.0350700302090879,0.0877398093295355,0.0825807210953261,0.0078857546392574,0,1758.38146499,NA
"171",821398,171,1.9638,1.9638,0.840054995417,676.652734716,0.000458295142071,0.0233730522456,2.94546287809,0.153987167736,0,2038.69694986,3
"172",821476,172,7.3305,7.3305,0.961694290976,711.20766343,0.0187845303867,0.0671577655003,0.193492940454,0.017065684469,21,2076.92087317,NA
"173",821478,173,105.1155,105.1155,0.831739372404607,637.386837015071,0.00720921272313313,0.015771223083184,1.43491587824823,0.0766128687015415,0,1364.38054482,NA
"174",821479,174,2.1888,2.1888,0.551809210526,557.708390989,0,0,1.33634868421,0.0842927631579,0,1676.74886901,2
"175",821521,175,232.0353,232.0353,0.943172870679619,716.548987387665,0.034675758386741,0.0869415127784638,0.114868298056304,0.0094679559532533,0,693.064266541,NA
"176",821522,176,4.0698,4.0698,0.981645289695,693.86133235,0,0.0210084033613,0.0015479876161,0,0,5863.03217949,NA
"177",821523,177,0.9252,0.9252,0.600194552529,592.653671858,0,0.0194552529183,0.499027237354,0.0486381322957,15,1234.14912972,2
"178",821524,178,1.5039,1.5039,0.948533812089,590.074739138,0,0.0909634949132,0.0179533213645,0.00119688809096,0,1718.58876917,1
"179",821532,179,1.4382,1.4382,0.987484355444,654.415684477,0,0.0100125156446,0,0,0,2563.23234512,NA
"180",821575,180,1.1862,1.1862,0.866464339909,647.24082398,0,0.00986342943854,2.38012139605,0.133535660091,0,1158.51004564,NA
"181",821593,181,0.9117,0.9117,0.942744323791,537.986014906,0.000987166831194,0.00296150049358,0,0,44,1122.50184432,1
"182",821594,182,1.0323,1.0323,0.809067131648,520.646338439,0.00261551874455,0.0645161290323,0.557977332171,0.0392327811683,0,1554.44701843,1
"183",821627,183,18.6174,18.6174,0.926230300686737,707.027124810222,0.0160978439524322,0.10441844725907,0.555931547906502,0.0320506622836927,0,3115.07475001,NA
"184",821676,184,9.9603,9.9603,0.833468871419245,637.98241323287,0.0126502213788747,0.0146381133098359,1.21189120809814,0.0815939278935411,0,1818.85867467,2
"185",821682,185,6.3243,6.3243,0.887149565959945,719.390944950157,0.0139462074854022,0.107015796214441,0.718229685497715,0.0419809306958967,0,272.880205364,NA
"186",821697,186,236.9835,236.9835,0.943607466342626,715.558981034778,0.0339517308166812,0.0855135484116172,0.11886523745318,0.00966522985777388,0,1518.4958377,NA
"187",821706,187,131.1093,131.1093,0.822319240511486,624.076519987398,0.00633593497942847,0.0173534600520353,1.58175964634057,0.080596113319175,1,1759.76185018,1
"188",821707,188,108.1026,108.1026,0.823958905706209,634.701953211238,0.00701000715985093,0.0153354313402307,1.49561250145692,0.0787585127461946,0,1317.76011974,1
"189",821708,189,1.0584,1.0584,0.90731292517,556.743708241,0.000850340136054,0.0416666666667,0.317176870748,0.0340136054422,0,898.888336813,1
"190",821722,190,0.7911,0.7911,1,502.351428868,0,0.0147895335609,0,0,0,1130.18675763,NA
"191",821739,191,1.2303,1.2303,0.988295537674,527.984062256,0,0.0629114850037,0,0,0,1594.83983597,NA
"192",821740,192,2.2725,2.2725,0.883168316831918,525.61177257001,0.00158415841584094,0.0384158415841696,0.365940594059486,0.024950495049528,0,606.771835963,1
"193",821751,193,8.01,8.01,0.922247191011282,732.962909347375,0.00112359550561756,0.00561797752808904,0.402584269662784,0.0419101123595378,0,465.760887717,1
"194",821796,194,21.1941,21.1941,0.841819185527901,579.632774651454,0.00335470720624516,0.0291307486517421,1.63505881353597,0.0796212153382766,3,2106.96373307,3
"195",821810,195,17.9847,17.9847,0.854025922033576,589.116115702757,0.00390331782014051,0.0315267977781028,1.17745083320645,0.070860231196615,0,406.691651795,1
"196",821825,196,2.1204,2.1204,0.972410865874,578.039426353,0.00169779286927,0.0110356536503,0.175297113752,0.00339558573854,366,2865.93239653,3
"197",821826,197,142.3341,142.3341,0.821491125457565,623.9459443448,0.00705031331211851,0.0170092760624494,1.5763488861768,0.08168878715639,0,1925.64603796,1
